game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag
963,9,3,Ascendant 1,10/24/2024,Vyse,Sunset,Loss,4,13,9,15,0,0.6,-54,32,94,155,4
964,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Win,13,8,18,15,5,1.2,25,35,162,234,2
965,9,3,Ascendant 1,10/24/2024,Cypher,Ascent,Loss,10,13,15,16,2,0.9,-27,37,120,183,3
966,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Loss,8,13,15,15,6,1.0,28,34,143,220,2
967,9,3,Ascendant 1,10/24/2024,Cypher,Pearl,Loss,9,13,15,14,1,1.1,0,21,128,180,4
968,9,3,Diamond 3,10/24/2024,Cypher,Abyss,Loss,12,14,17,18,5,0.9,-25,29,105,171,3
969,9,3,Diamond 3,10/25/2024,Killjoy,Haven,Win,13,5,12,17,3,0.7,41,18,117,191,5
970,9,3,Diamond 3,10/25/2024,Cypher,Haven,Loss,9,13,15,17,5,0.9,-17,48,118,182,2
971,9,3,Diamond 3,10/25/2024,Killjoy,Split,Win,13,6,14,8,4,1.8,44,14,135,206,4
972,9,3,Diamond 3,10/26/2024,Cypher,Ascent,Win,13,4,16,8,3,2.0,48,22,128,227,3
973,9,3,Ascendant 1,10/26/2024,Cypher,Ascent,Loss,7,13,9,15,5,0.6,-63,38,79,125,5
974,9,3,Ascendant 1,10/30/2024,Cypher,Bind,Loss,6,13,8,15,5,0.5,-42,32,95,134,5
975,9,3,Diamond 3,10/30/2024,Cypher,Haven,Loss,3,13,12,13,4,0.9,-4,17,145,240,2
976,9,3,Diamond 3,10/30/2024,Cypher,Bind,Loss,10,13,12,15,6,0.8,-33,28,90,145,3
977,9,3,Diamond 3,10/30/2024,Cypher,Sunset,Loss,7,13,11,15,6,0.7,-33,29,111,166,4
978,9,3,Diamond 3,10/30/2024,Killjoy,Haven,Win,13,11,11,17,4,0.6,-42,26,97,140,5
979,9,3,Diamond 3,10/30/2024,Cypher,Split,Win,13,7,15,11,5,1.4,17,29,123,195,3
980,9,3,Diamond 3,10/30/2024,Cypher,Abyss,Loss,8,13,9,18,4,0.5,-41,26,107,141,5
981,9,3,Diamond 3,10/31/2024,Cypher,Pearl,Win,13,11,14,16,4,0.9,1,25,131,179,4
982,9,3,Diamond 3,10/31/2024,Cypher,Ascent,Loss,10,13,18,17,6,1.1,-18,29,135,207,3
983,9,3,Diamond 3,10/31/2024,Cypher,Abyss,Win,13,8,15,15,5,1.0,35,36,159,199,3
984,9,3,Diamond 3,10/31/2024,Cypher,Sunset,Loss,8,13,19,17,7,1.1,24,43,165,247,2
985,9,3,Diamond 3,10/31/2024,Cypher,Ascent,Loss,3,13,4,14,1,0.3,-87,18,60,89,5
986,9,3,Diamond 3,11/1/2024,Killjoy,Split,Loss,9,13,15,15,1,1.0,-16,18,108,185,2
987,9,3,Diamond 3,11/1/2024,Cypher,Haven,Loss,3,13,12,14,3,0.9,-3,32,131,210,2
988,9,3,Diamond 3,11/6/2024,Omen,Ascent,Loss,8,13,12,16,12,0.8,-34,29,98,158,4
989,9,3,Diamond 2,11/6/2024,Omen,Bind,Loss,11,13,14,18,14,0.8,-18,37,124,194,4
990,9,3,Diamond 2,11/7/2024,Omen,Ascent,Win,13,9,8,13,20,0.6,-38,30,90,139,5
991,9,3,Diamond 2,11/7/2024,Cypher,Abyss,Loss,7,13,21,15,2,1.4,5,33,160,279,1
992,9,3,Diamond 2,11/7/2024,Omen,Bind,Loss,7,13,12,16,7,0.8,-26,57,108,174,3
993,9,3,Diamond 2,11/9/2024,Cypher,Ascent,Loss,4,13,7,14,0,0.5,-59,29,73,109,4
994,9,3,Diamond 2,11/10/2024,Omen,Ascent,Loss,8,13,14,14,11,1.0,-19,30,127,191,3
995,9,3,Diamond 2,11/10/2024,Omen,Split,Loss,5,13,11,15,4,0.7,-38,15,113,187,3
996,9,3,Diamond 2,11/11/2024,Astra,Pearl,Win,13,9,17,13,8,1.3,30,19,133,212,4
997,9,3,Diamond 2,11/11/2024,Omen,Ascent,Loss,11,13,27,14,11,1.9,41,28,176,299,1
998,9,3,Diamond 2,11/11/2024,Astra,Pearl,Loss,6,13,12,16,5,0.8,0,47,143,194,2
999,9,3,Diamond 2,11/12/2024,Omen,Split,Win,13,10,18,13,8,1.4,26,31,134,214,5
1000,9,3,Diamond 2,11/12/2024,Viper,Bind,Loss,7,13,8,17,4,0.5,-71,18,87,130,4
1592,7,2,Gold 3,02/18/2026,Fade,Sunset,Unknown,0,4,-2,2,0,2.5,11,80,172,66,10
1853,9,1,Silver 3,9/27/2024,Killjoy,Lotus,Unknown,14,6,3,-1,5,0.1,47,89,203,73,10
1533,6,3,,6/11/2023,Astra,Split,Draw,4,9,3,20,6,-0.1,-8,61,155,32,2
1268,9,3,Gold 1,2/16/2024,Omen,Bind,Draw,0,9,9,18,5,-0.3,-21,90,180,236,9
1036,7,1,Gold 1,6/3/2023,Breach,Breeze,,13,-1,19,11,10,0.9,24,87,108,188,0
1653,6,2,Diamond 2,5/31/2024,Omen,Haven,,10,5,16,-1,9,1.2,13,31,231,87,3
1854,6,3,Gold 3,11/7/2023,Phoenix,Breeze,,8,5,11,2,4,2.5,-22,84,215,150,8
1993,7,1,Diamond 2,6/23/2024,Viper,Haven,,2,13,3,4,9,1.3,8,44,178,122,9
1799,7,1,Gold 3,6/2/2023,Brimstone,Lotus,Draw,13,14,15,13,9,1.8,11,8,143,23,3
1959,6,3,Gold 1,6/25/2024,Brimstone,Breeze,,13,14,17,-1,10,0.9,-39,63,224,147,4
1083,7,3,Platinum 3,4/4/2024,Omen,Abyss,Draw,13,14,15,14,0,-0.2,-50,98,56,71,10
1849,7,2,Ascendant 1,7/24/2023,UnknownAgent,Abyss,Unknown,12,11,4,1,2,2.3,34,75,208,258,7
1864,6,3,Platinum 3,5/23/2023,Phoenix,Fracture,,11,13,9,20,10,0.7,-48,57,26,214,1
1248,9,1,Gold 3,8/19/2024,Astra,Lotus,,8,5,8,8,7,2.0,-9,23,35,257,4
1084,8,2,Gold 3,12/21/2023,Brimstone,Abyss,Draw,10,11,17,13,9,2.0,-50,56,160,30,6
1969,7,3,Placement,7/16/2023,KAY/O,Lotus,Draw,15,13,7,10,6,0.9,-22,41,237,60,7
1132,6,1,Ascendant 1,7/5/2023,Killjoy,Lotus,Draw,12,14,13,16,7,1.1,20,42,204,23,3
1331,6,2,Diamond 2,6/6/2023,Phoenix,Lotus,Unknown,0,0,10,-1,3,1.7,-24,96,229,234,2
1992,8,2,Gold 3,6/16/2023,UnknownAgent,Breeze,Draw,11,7,15,3,8,1.5,7,51,30,67,9
1581,6,3,Silver 3,12/4/2023,Vyse,Fracture,Draw,11,15,10,10,0,1.1,-33,1,73,241,3
1796,9,1,Diamond 3,6/8/2024,Cypher,Lotus,Unknown,8,-1,3,4,2,-0.4,23,93,24,1,6
1218,8,1,Ascendant 2,6/11/2023,KAY/O,Split,,4,2,11,-1,4,2.5,13,85,176,62,0
1911,6,3,Placement,02/15/2026,Breach,Bind,Unknown,4,2,17,12,2,1.3,5,12,71,111,10
1288,9,2,Diamond 1,3/27/2024,Fade,Breeze,Unknown,0,13,7,6,2,1.9,-28,83,192,226,0
1539,7,1,Platinum 3,9/27/2024,UnknownAgent,Icebox,,-1,14,17,19,0,-0.0,-20,83,250,220,8
1311,9,2,Platinum 2,5/17/2023,UnknownAgent,Fracture,Draw,0,1,20,4,5,0.4,1,63,149,79,2
1484,7,1,Platinum 2,7/30/2024,Cypher,Sunset,,9,0,5,-3,1,0.4,-42,45,224,67,3
1235,9,3,Silver 3,10/30/2024,Viper,Sunset,,6,5,3,19,6,-0.3,4,53,171,21,7
1851,7,1,Gold 2,5/19/2023,Astra,Icebox,,2,-2,3,-3,4,1.1,32,38,157,90,7
1951,8,1,Gold 3,7/6/2023,Vyse,Sunset,Unknown,10,8,16,-1,7,2.0,-50,12,131,132,4
1729,8,2,Gold 2,02/19/2026,KAY/O,Icebox,,11,4,8,19,7,-0.4,-47,68,73,200,5
1016,7,2,Platinum 3,8/6/2024,Killjoy,Haven,Draw,0,4,4,6,10,0.4,-47,70,80,140,5
1498,8,3,Ascendant 2,10/6/2024,Cypher,Bind,,-1,13,5,4,0,0.1,-33,93,0,113,4
1991,9,2,Platinum 2,6/6/2023,Cypher,Sunset,Draw,11,4,13,19,7,-0.2,45,87,118,174,4
1077,9,2,Placement,8/22/2023,Vyse,Haven,Draw,1,-2,11,10,2,2.2,5,90,95,187,3
1467,8,3,Diamond 1,9/27/2024,KAY/O,Ascent,,8,1,-2,15,9,1.2,-18,94,83,32,3
1435,6,2,Diamond 2,10/31/2024,Vyse,Bind,,-1,9,20,5,0,-0.1,-8,45,247,300,10
1873,9,2,Diamond 3,5/2/2023,Breach,Split,Unknown,14,3,15,-3,6,1.7,16,47,38,59,4
1312,8,1,Gold 2,6/24/2024,Breach,Breeze,Draw,13,1,-1,2,6,2.0,-10,79,86,262,7
1963,6,3,Silver 3,4/15/2023,Omen,Breeze,Draw,2,4,11,-2,6,1.5,20,90,28,152,0
1234,9,2,Silver 2,5/30/2023,Phoenix,Pearl,Draw,9,5,-3,11,9,2.1,46,47,138,3,6
1714,6,3,Gold 2,4/15/2023,UnknownAgent,Icebox,,5,12,4,2,8,2.0,42,32,218,144,9
1102,8,3,Placement,5/8/2023,Breach,Fracture,,-1,8,10,3,10,2.2,-10,99,163,240,5
1546,6,3,Diamond 3,5/9/2023,Astra,Ascent,,4,8,-3,-2,7,1.7,14,65,69,228,6
1206,8,3,Platinum 2,5/18/2023,Astra,Breeze,Unknown,-2,0,2,-3,4,0.3,-48,95,70,173,10
1708,8,3,Diamond 1,5/31/2023,Astra,Fracture,,14,-2,-3,-2,8,1.5,-9,58,133,65,5
1622,8,3,Ascendant 1,8/3/2023,Viper,Sunset,Draw,10,12,7,16,10,-0.0,-40,30,164,131,0
1776,6,2,Gold 2,11/6/2024,Fade,Bind,,15,8,0,0,2,1.7,-14,66,49,240,1
1199,6,1,Gold 1,10/26/2024,Killjoy,Pearl,Unknown,10,6,1,11,1,0.6,13,40,29,181,4
1708,9,3,Silver 3,5/21/2024,Fade,Lotus,Unknown,9,10,-2,7,9,1.4,3,85,98,224,0
1899,9,1,Diamond 2,1/12/2024,Fade,Split,Unknown,11,5,20,12,7,2.2,-46,75,37,180,5
1699,7,2,Platinum 2,5/23/2023,UnknownAgent,Abyss,,14,11,-1,12,5,0.3,11,32,181,223,3
1812,6,3,Silver 3,03/06/2026,Phoenix,Abyss,,7,3,11,12,8,2.4,-19,86,44,73,3
1614,6,1,Gold 3,7/14/2023,Fade,Fracture,,12,13,10,19,8,0.1,-48,36,123,268,7
1635,6,1,Silver 3,7/31/2023,KAY/O,Pearl,Unknown,12,7,16,16,6,1.4,-40,10,67,0,9
1289,7,1,Ascendant 2,7/18/2023,Fade,Sunset,,13,2,20,1,7,0.3,26,55,56,240,8
1198,8,2,Diamond 1,7/30/2023,Killjoy,Lotus,Draw,2,0,-1,10,9,0.6,-36,73,131,300,4
1650,6,1,Platinum 2,8/2/2023,Breach,Icebox,Draw,-2,4,12,18,0,2.1,-46,100,128,150,4
1215,6,1,Platinum 1,5/22/2023,Breach,Lotus,Draw,15,5,4,12,8,1.1,15,13,60,297,5
1365,9,3,Diamond 2,8/4/2024,Cypher,Lotus,Unknown,1,1,13,14,3,0.9,-43,21,81,168,4
1454,8,3,Platinum 2,8/12/2024,Viper,Ascent,Unknown,12,12,7,2,5,-0.4,-45,44,51,75,10
1917,6,3,Diamond 3,5/22/2023,Brimstone,Haven,Unknown,15,15,15,-3,5,1.0,-41,80,41,104,2
1391,6,3,Diamond 2,11/7/2024,Omen,Bind,Unknown,15,11,7,9,9,2.0,35,47,14,29,1
1261,7,1,Silver 3,9/10/2023,Viper,Lotus,,0,12,11,17,6,0.6,36,99,79,58,10
1266,6,3,Gold 2,5/22/2023,Brimstone,Breeze,Unknown,11,5,18,3,6,-0.5,-1,43,22,222,7
1551,6,3,Ascendant 2,9/15/2024,Brimstone,Pearl,Draw,10,2,14,-3,3,2.1,-49,36,109,36,3
1699,8,3,Silver 2,3/13/2024,Killjoy,Pearl,,14,-2,18,-1,9,0.5,-28,26,220,73,10
1260,6,2,Platinum 3,9/9/2024,Cypher,Icebox,Unknown,13,-1,3,6,3,1.3,-33,18,202,251,3
1783,9,2,Silver 2,03/10/2026,Brimstone,Icebox,,10,14,20,8,6,1.1,-20,75,110,269,10
1971,6,3,Diamond 2,6/21/2023,KAY/O,Abyss,Draw,12,10,15,19,3,-0.2,-30,94,202,109,6
1896,7,3,Diamond 2,7/9/2023,Omen,Ascent,Unknown,-2,1,-3,8,8,1.5,18,68,111,55,8
1512,7,1,Platinum 3,11/4/2023,UnknownAgent,Sunset,Unknown,10,-2,17,1,1,2.2,-6,71,226,42,4
1408,7,1,Placement,11/11/2024,KAY/O,Lotus,,11,3,-3,8,8,-0.4,11,65,21,33,8
1537,9,2,Placement,6/3/2023,Vyse,Haven,,9,-2,2,-1,4,1.7,-4,56,178,6,0
1090,7,1,Diamond 3,5/18/2023,Omen,Sunset,,-1,0,-3,11,10,1.8,-15,48,157,159,2
1316,8,2,Gold 2,8/31/2024,Vyse,Split,,5,2,1,9,5,1.9,45,83,61,1,6
1548,7,2,Silver 2,5/30/2023,Breach,Pearl,,4,4,3,2,6,2.2,-28,82,75,79,7
1922,8,2,Silver 3,9/13/2024,Omen,Haven,Draw,1,11,5,19,2,1.9,-29,77,124,294,2
1894,8,1,Ascendant 2,2/3/2024,KAY/O,Ascent,,14,1,4,15,2,-0.3,-42,58,188,188,10
1833,7,1,Placement,3/16/2024,Astra,Fracture,Draw,-2,13,12,20,0,0.9,44,7,89,93,5
1175,6,1,Platinum 2,6/23/2024,Brimstone,Bind,Draw,11,2,3,12,5,0.3,-48,48,59,291,7
1165,8,1,Platinum 1,4/4/2024,Fade,Fracture,,5,2,15,20,1,1.0,-7,46,177,210,6
1090,7,2,Gold 2,9/10/2023,Omen,Bind,Draw,-2,3,19,16,4,2.4,-22,38,213,74,4
1889,7,3,Placement,8/8/2024,Fade,Ascent,Unknown,-2,5,20,11,4,1.1,24,77,225,197,4
1949,6,2,Silver 2,8/2/2024,Breach,Icebox,Draw,3,6,14,6,3,1.6,-40,10,240,207,1
1099,9,3,Diamond 2,11/4/2023,Brimstone,Abyss,Unknown,0,1,-3,18,3,2.1,49,52,22,207,10
1042,8,1,,4/21/2023,Cypher,Split,Unknown,-1,0,7,5,6,2.3,-48,40,160,105,10
1808,6,1,Silver 2,7/7/2024,KAY/O,Split,Unknown,-2,-2,0,8,7,1.9,20,55,87,263,7
1696,8,3,Platinum 1,9/8/2023,Vyse,Fracture,Unknown,4,4,5,3,7,0.3,43,58,175,19,3
1496,8,1,Ascendant 1,8/20/2023,Omen,Icebox,Draw,2,4,1,20,1,2.5,-31,46,134,88,9
1238,7,3,Diamond 3,4/28/2023,Viper,Bind,Unknown,5,5,20,12,4,2.0,-20,51,89,136,4
1668,8,2,Gold 1,10/3/2024,Astra,Haven,Unknown,4,7,12,10,5,0.1,-15,5,143,210,2
1217,9,2,Platinum 2,2/6/2024,Cypher,Haven,Unknown,5,-2,-3,1,5,0.0,-38,76,25,222,6
1947,9,1,Silver 2,2/2/2024,UnknownAgent,Bind,Draw,13,5,0,20,2,1.1,-40,32,192,203,10
1932,6,3,Platinum 1,7/30/2024,Phoenix,Bind,Draw,11,10,10,2,10,0.0,-3,10,234,218,8
1628,6,1,Diamond 2,03/07/2026,Viper,Abyss,Unknown,-2,10,3,15,4,2.3,-31,99,229,244,5
1616,8,3,Ascendant 2,9/1/2024,Cypher,Ascent,Draw,13,4,9,9,10,1.0,-41,17,235,36,5
1781,7,3,Diamond 1,6/30/2023,Viper,Pearl,Unknown,11,6,7,0,0,1.5,-40,99,31,123,7
1679,7,2,Silver 2,6/26/2023,Killjoy,Split,,7,12,15,13,9,0.0,-25,21,34,101,5
1256,8,3,Platinum 1,5/23/2023,Breach,Sunset,Unknown,15,-2,4,9,5,0.5,-2,73,170,91,6
1774,8,3,Gold 1,7/27/2023,UnknownAgent,Breeze,,-2,12,9,6,9,0.4,11,71,38,18,7
1016,8,3,Gold 2,3/10/2024,Vyse,Abyss,Draw,2,13,14,19,6,1.3,-39,26,16,140,2
1954,7,3,Placement,7/30/2024,Cypher,Abyss,Draw,7,7,13,6,6,1.3,21,85,119,160,3
1427,7,2,Gold 2,10/6/2024,Breach,Abyss,Draw,12,12,1,14,7,-0.2,-23,63,108,143,2
1055,6,1,Ascendant 1,02/17/2026,Cypher,Lotus,Unknown,4,4,1,6,8,-0.0,-49,7,161,114,8
1970,7,1,Diamond 2,2/25/2024,Cypher,Pearl,Unknown,10,9,17,10,8,0.4,-7,50,142,31,9
1746,9,1,Gold 1,10/31/2024,Brimstone,Lotus,Unknown,6,-1,14,13,0,-0.3,-32,18,91,261,2
1436,6,2,Platinum 3,2/5/2024,Viper,Lotus,Draw,15,8,14,16,7,1.7,45,91,42,199,1
1327,8,2,Platinum 1,6/19/2023,Breach,Lotus,,15,11,15,3,10,-0.4,-18,18,197,21,7
1511,8,3,Gold 2,8/31/2023,Phoenix,Icebox,,14,7,-3,9,5,1.4,-31,69,96,5,5
1147,7,1,Gold 2,03/03/2026,Viper,Bind,Draw,1,5,11,-3,1,2.4,20,100,92,270,10
1689,8,3,Gold 3,03/11/2026,Killjoy,Split,,3,15,7,8,7,1.4,-43,18,69,31,10
1020,7,1,Silver 2,2/4/2024,Fade,Breeze,Unknown,-2,12,-3,2,10,0.4,15,33,207,251,10
1101,9,1,Platinum 3,02/22/2026,Killjoy,Breeze,Unknown,5,13,4,10,8,-0.2,-37,83,172,32,9
1370,9,3,Platinum 3,9/27/2024,KAY/O,Split,Unknown,-1,6,9,1,4,0.3,-42,62,222,225,3
1217,8,3,Gold 2,8/31/2023,Phoenix,Icebox,Draw,-2,3,3,4,2,-0.1,-25,66,209,182,6
1200,6,1,Gold 3,5/28/2023,Vyse,Fracture,Unknown,1,5,7,1,7,0.2,47,96,109,43,4
1386,6,2,Gold 1,12/2/2023,Viper,Lotus,Draw,10,8,1,17,1,1.5,6,53,196,149,4
1213,6,1,Ascendant 1,7/17/2023,Omen,Breeze,Draw,11,12,4,3,2,-0.3,-3,51,194,94,2
1101,6,2,Diamond 2,4/15/2023,KAY/O,Breeze,Unknown,-2,15,9,14,9,0.0,-15,0,51,256,0
1832,6,3,Ascendant 1,8/6/2024,Fade,Pearl,Unknown,3,-2,19,4,2,0.3,14,22,220,20,2
1601,6,3,Platinum 2,8/9/2024,Vyse,Bind,,-1,6,6,18,4,1.5,22,44,63,81,4
1827,7,2,,6/26/2024,Fade,Abyss,,4,14,4,-3,4,2.3,-39,83,9,195,4
1556,9,3,Gold 1,6/24/2024,KAY/O,Icebox,Unknown,10,10,4,12,9,-0.4,50,16,218,235,5
1833,6,1,Diamond 3,5/17/2023,Killjoy,Breeze,Draw,1,6,8,18,0,2.2,-13,10,184,149,0
1967,9,1,Platinum 2,9/22/2024,Viper,Fracture,,10,13,10,6,0,0.1,30,32,218,168,5
1393,7,3,Silver 2,6/16/2023,Killjoy,Split,Draw,15,9,1,10,6,1.1,22,99,199,10,8
1425,9,2,Diamond 2,2/3/2024,Cypher,Ascent,,13,11,3,20,1,-0.4,-22,74,248,178,9
1367,6,3,Gold 3,7/7/2023,Vyse,Ascent,Draw,8,11,10,9,4,0.6,18,64,163,242,7
1635,9,1,Silver 3,8/7/2024,Omen,Haven,,7,4,-2,10,10,2.4,29,87,96,8,10
1037,8,2,Placement,6/10/2024,Fade,Sunset,,7,10,-1,-3,3,-0.1,46,93,225,65,10
1612,6,2,Silver 2,11/28/2023,Astra,Haven,Unknown,5,1,8,13,5,1.2,-32,32,0,230,8
1007,8,1,Gold 3,6/3/2023,Killjoy,Icebox,Draw,13,-1,20,17,3,0.7,-50,93,173,240,7
1168,7,1,Platinum 1,7/30/2024,Killjoy,Bind,,9,15,19,15,3,0.3,49,12,16,36,7
1861,9,1,Ascendant 2,9/22/2024,Breach,Breeze,Draw,5,-1,12,4,1,0.7,-14,32,148,300,2
1286,9,3,Platinum 2,8/2/2024,UnknownAgent,Breeze,Draw,-2,9,-2,-1,7,0.2,-36,11,250,26,2
1677,9,3,Diamond 2,9/27/2024,Killjoy,Breeze,,6,11,7,6,9,1.8,-32,15,195,214,5
1155,8,1,Diamond 1,7/29/2024,UnknownAgent,Icebox,Unknown,9,1,17,4,10,2.2,47,96,36,232,3
1100,7,2,Gold 2,9/8/2023,UnknownAgent,Fracture,Unknown,2,6,7,14,7,2.4,4,90,224,12,9
1948,8,3,Diamond 2,4/23/2023,Fade,Icebox,,15,-2,4,14,5,2.5,-20,80,236,85,0
1830,6,3,Silver 2,6/25/2023,Omen,Lotus,,9,0,-1,20,0,0.6,1,84,107,70,0
1226,8,1,Placement,8/7/2024,Fade,Bind,,-1,6,0,18,0,-0.1,-21,81,65,25,4
1356,9,2,Platinum 1,5/17/2023,KAY/O,Lotus,Draw,10,7,8,4,8,1.0,-16,32,9,136,3
1585,8,3,Platinum 3,5/18/2023,Phoenix,Sunset,,3,3,20,4,5,0.3,25,87,83,187,4
1525,9,1,Placement,02/24/2026,Killjoy,Breeze,Unknown,5,4,16,9,3,0.6,-46,62,60,206,8
1793,9,1,Diamond 2,6/26/2024,Vyse,Ascent,Draw,5,5,5,0,3,1.5,-7,63,49,283,0
1620,6,3,Platinum 3,8/23/2023,Phoenix,Fracture,Draw,1,15,11,9,9,1.8,39,78,63,201,2
1498,8,3,Ascendant 2,10/31/2024,Omen,Ascent,Draw,5,2,14,3,10,-0.3,9,28,47,33,5
1536,8,1,Silver 3,5/24/2023,Astra,Sunset,,9,3,8,2,0,-0.1,-30,16,122,269,8
1777,8,1,Platinum 2,6/8/2024,KAY/O,Lotus,Draw,-2,9,3,8,8,0.4,35,90,27,216,9
1653,8,2,Silver 3,7/5/2023,Viper,Ascent,Draw,11,5,15,15,10,1.7,21,91,90,178,2
1760,7,3,Platinum 2,3/14/2024,UnknownAgent,Bind,Unknown,2,10,15,10,4,2.4,12,69,168,270,7
1736,8,2,Platinum 2,02/20/2026,UnknownAgent,Fracture,Draw,14,3,13,10,7,2.2,47,97,145,164,7
1791,7,3,Gold 2,6/30/2023,Vyse,Haven,,9,14,-1,15,6,2.4,50,19,116,284,6
1208,9,3,Gold 3,10/25/2024,KAY/O,Abyss,,11,12,20,1,4,0.3,37,83,245,144,1
1918,8,1,Diamond 3,10/30/2024,Viper,Abyss,,5,3,18,18,5,1.0,-28,52,184,199,0
1005,9,1,Gold 1,9/7/2024,Fade,Sunset,,11,14,6,9,7,0.3,24,55,160,13,4
1766,6,2,Gold 3,02/28/2026,Cypher,Lotus,,15,2,7,6,4,1.6,35,68,175,257,3
1915,8,2,Ascendant 1,5/29/2023,Breach,Breeze,Draw,7,8,-3,14,9,0.4,-33,48,230,13,7
1871,6,1,Gold 2,10/10/2024,Phoenix,Ascent,Unknown,3,6,2,9,0,0.2,-2,22,218,236,2
1765,9,3,Gold 3,5/31/2023,Phoenix,Sunset,,15,8,-3,18,0,1.5,32,13,213,248,1
1349,6,3,Diamond 1,8/11/2024,Fade,Lotus,Draw,10,15,-3,3,7,1.6,-15,71,106,118,10
1898,8,2,Diamond 2,8/6/2024,Fade,Breeze,Unknown,11,10,-1,15,2,-0.4,-20,78,129,43,2
1735,6,3,Silver 3,3/19/2024,Vyse,Icebox,,12,-2,13,9,3,1.6,2,29,94,184,10
1866,6,1,Gold 2,02/28/2026,Cypher,Ascent,,15,0,1,5,7,-0.1,23,55,55,108,3
1129,9,1,,6/10/2024,Breach,Ascent,,-1,1,14,5,2,1.6,-8,67,237,154,8
1120,6,1,Gold 3,02/26/2026,KAY/O,Fracture,Unknown,10,-1,11,-2,5,1.8,-30,68,95,211,8
1211,9,1,Diamond 1,6/6/2024,Breach,Ascent,,-2,1,4,3,2,0.7,38,39,34,232,2
1630,8,1,Gold 1,10/3/2024,Fade,Bind,Unknown,2,12,14,-2,9,0.3,15,3,164,102,9
1177,8,3,Placement,6/14/2023,Cypher,Bind,,5,6,19,-1,1,1.7,-27,57,88,125,6
1492,8,2,Placement,12/13/2023,KAY/O,Ascent,Draw,4,-1,-2,14,2,1.1,46,48,71,23,0
1304,9,3,Diamond 1,5/17/2023,Phoenix,Sunset,Draw,7,8,3,17,1,1.9,-3,84,78,92,0
1858,9,3,Ascendant 2,8/9/2024,Brimstone,Abyss,Draw,2,8,0,-3,10,2.0,38,84,151,174,4
1023,6,3,Platinum 3,8/9/2024,Omen,Pearl,Unknown,15,5,9,3,4,1.6,-3,8,6,96,1
1978,7,2,Gold 2,8/22/2023,Astra,Ascent,Unknown,12,3,15,13,0,1.0,-32,96,47,217,1
1480,9,3,Gold 3,7/24/2023,Killjoy,Breeze,,14,1,3,10,5,1.7,3,38,247,181,3
1099,6,1,Placement,11/9/2024,Brimstone,Fracture,Unknown,14,-2,3,6,2,0.7,0,73,74,52,8
1466,6,3,Platinum 2,8/19/2023,Phoenix,Split,,-2,11,11,20,8,0.5,23,40,142,114,10
1413,8,2,Diamond 1,9/10/2023,Vyse,Pearl,Draw,4,3,17,11,3,1.5,-40,77,151,191,5
1335,7,3,Diamond 3,8/24/2023,Phoenix,Lotus,,12,3,2,-3,2,2.4,0,63,12,45,3
1587,7,1,Silver 2,03/02/2026,Brimstone,Fracture,,15,0,5,11,2,0.5,-48,20,73,94,3
1868,6,1,Gold 2,2/5/2024,UnknownAgent,Breeze,Unknown,14,15,17,9,9,2.4,49,16,74,57,0
1324,7,2,,7/5/2023,KAY/O,Fracture,Unknown,8,5,0,2,9,-0.1,-19,57,61,159,9
1593,6,1,Diamond 2,3/1/2024,Vyse,Pearl,Draw,14,0,19,13,4,2.0,8,77,133,241,2
1853,8,3,Platinum 1,7/30/2023,UnknownAgent,Haven,Unknown,2,11,6,9,3,1.1,40,27,59,217,9
1213,8,1,Diamond 1,7/23/2024,Cypher,Lotus,Draw,-2,4,9,4,2,1.0,-28,94,233,234,7
1204,9,1,Diamond 2,7/24/2023,KAY/O,Ascent,Draw,13,13,11,5,1,0.3,-16,22,238,191,10
1603,7,3,Diamond 3,5/2/2023,Astra,Breeze,Draw,15,6,9,5,10,2.3,-16,78,51,106,1
1818,7,3,Platinum 2,1/4/2024,Cypher,Abyss,Unknown,12,8,9,8,6,1.1,-21,38,8,240,5
1040,9,1,Ascendant 1,10/31/2024,Cypher,Abyss,Draw,10,-1,4,4,6,0.6,-15,55,12,165,0
1748,6,3,Platinum 3,8/4/2024,Astra,Sunset,Draw,0,5,20,7,9,0.5,-38,72,15,189,6
1942,9,2,Platinum 1,9/9/2024,Fade,Sunset,,2,3,14,14,0,1.6,-2,65,41,288,7
1758,8,3,Diamond 2,10/5/2023,Viper,Fracture,Unknown,10,6,18,6,10,0.1,-37,4,157,179,2
1512,9,2,Silver 3,8/2/2024,Omen,Split,Draw,9,2,20,-1,0,0.4,-14,88,18,240,2
1230,6,2,Gold 1,6/3/2023,Omen,Bind,Unknown,9,4,16,5,4,0.4,0,96,51,131,1
1061,8,2,Gold 2,7/31/2024,Fade,Ascent,Draw,9,11,-3,13,5,1.1,-31,54,219,295,3
1312,7,3,Diamond 3,9/25/2024,Cypher,Sunset,Unknown,5,7,2,14,7,-0.3,-3,66,196,88,3
1737,6,3,Gold 3,1/19/2024,UnknownAgent,Fracture,Unknown,10,14,10,19,6,2.5,33,29,176,234,8
1606,8,1,Diamond 2,8/11/2024,Cypher,Breeze,Unknown,-1,9,4,18,4,1.1,-48,4,162,282,4
