game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role
831,9,1,Diamond 2,8/14/2024,Cypher,Sunset,Loss,13,15,18,20,9,0.9,0,25,136,202,4,Sentinel
832,9,1,Diamond 2,8/14/2024,Killjoy,Lotus,Loss,8,13,19,18,4,1.0555555555555556,41,29,186,286,1,Sentinel
833,9,1,Diamond 2,8/14/2024,Cypher,Abyss,Loss,14,16,33,17,5,1.9411764705882353,81,40,192,307,1,Sentinel
834,9,1,Diamond 2,8/14/2024,Cypher,Ascent,Loss,8,13,12,16,6,0.75,-29,26,118,169,4,Sentinel
835,9,1,Diamond 2,8/15/2024,Cypher,Abyss,Win,13,9,18,13,3,1.3846153846153846,29,61,130,218,3,Sentinel
836,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Loss,9,13,11,18,2,0.6111111111111112,-33,23,96,148,5,Sentinel
837,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Win,13,11,18,13,1,1.3846153846153846,42,44,152,218,4,Sentinel
838,9,1,Diamond 2,8/15/2024,Killjoy,Lotus,Win,13,4,18,6,2,3.0,101,26,185,278,2,Sentinel
839,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Win,14,12,23,18,3,1.2777777777777777,35,33,166,245,2,Sentinel
840,9,1,Diamond 2,8/15/2024,Killjoy,Icebox,Win,13,9,16,14,2,1.1428571428571428,-5,38,129,187,4,Sentinel
841,9,1,Diamond 3,8/16/2024,Killjoy,Lotus,Loss,10,13,18,18,3,1.0,8,26,159,230,3,Sentinel
842,9,1,Diamond 3,8/16/2024,Cypher,Bind,Win,13,7,12,15,7,0.8,-7,26,117,177,5,Sentinel
843,9,1,Diamond 3,8/16/2024,Killjoy,Ascent,Loss,5,13,21,14,2,1.5,53,32,204,338,1,Sentinel
844,9,1,Diamond 3,8/16/2024,Killjoy,Icebox,Win,13,6,19,7,1,2.7142857142857144,66,27,160,235,3,Sentinel
845,9,1,Diamond 3,8/17/2024,Cypher,Sunset,Win,13,5,16,8,3,2.0,64,32,144,241,3,Sentinel
846,9,1,Diamond 3,8/17/2024,Killjoy,Lotus,Win,13,9,17,12,3,1.4166666666666667,63,43,167,237,4,Sentinel
847,9,1,Diamond 3,8/18/2024,Killjoy,Ascent,Loss,2,13,12,14,2,0.8571428571428571,16,20,159,254,1,Sentinel
848,9,1,Diamond 3,8/18/2024,Killjoy,Lotus,Win,13,6,14,10,0,1.4,46,29,140,176,4,Sentinel
849,9,1,Diamond 3,8/18/2024,Cypher,Bind,Loss,5,13,5,16,3,0.3125,-69,44,75,94,5,Sentinel
850,9,1,Diamond 3,8/19/2024,Cypher,Sunset,Loss,10,13,21,15,4,1.4,29,47,157,232,1,Sentinel
851,9,1,Diamond 3,8/19/2024,Killjoy,Haven,Win,13,10,18,16,3,1.125,35,38,159,233,2,Sentinel
852,9,1,Diamond 3,8/19/2024,Cypher,Abyss,Win,13,6,19,11,2,1.7272727272727273,57,41,176,262,3,Sentinel
853,9,1,Diamond 3,8/20/2024,Cypher,Abyss,Win,13,11,14,18,4,0.7777777777777778,-18,33,112,169,4,Sentinel
854,9,2,Placement,8/31/2024,Cypher,Bind,Loss,11,13,23,16,3,1.4375,59,28,186,289,1,Sentinel
855,9,2,Diamond 3,8/31/2024,Killjoy,Lotus,Win,13,9,23,10,3,2.3,85,20,184,280,1,Sentinel
856,9,2,Diamond 3,9/1/2024,Cypher,Bind,Win,13,7,15,11,1,1.3636363636363635,21,29,132,199,3,Sentinel
857,9,2,Diamond 3,9/1/2024,Killjoy,Ascent,Loss,11,13,13,17,3,0.7647058823529411,-19,18,107,157,4,Sentinel
858,9,2,Diamond 3,9/1/2024,Killjoy,Haven,Win,13,3,13,9,4,1.4444444444444444,51,34,145,226,4,Sentinel
859,9,2,Diamond 3,9/1/2024,Cypher,Sunset,Win,13,5,14,9,6,1.5555555555555556,30,19,130,215,3,Sentinel
860,9,2,Ascendant 1,9/2/2024,Killjoy,Ascent,Loss,9,13,14,17,5,0.8235294117647058,-24,18,138,181,3,Sentinel
861,9,2,Ascendant 1,9/2/2024,Killjoy,Haven,Win,13,8,27,11,3,2.4545454545454546,100,31,204,314,1,Sentinel
862,9,2,Ascendant 1,9/3/2024,Cypher,Abyss,Win,13,3,15,7,5,2.142857142857143,75,31,157,249,3,Sentinel
863,9,2,Ascendant 1,9/3/2024,Killjoy,Ascent,Win,13,1,3,7,2,0.42857142857142855,-25,29,62,70,5,Sentinel
864,9,2,Ascendant 1,9/3/2024,Cypher,Sunset,Loss,10,13,20,16,14,1.25,53,26,178,254,2,Sentinel
865,9,2,Ascendant 1,9/3/2024,Cypher,Abyss,Win,13,4,11,8,3,1.375,14,32,115,171,5,Sentinel
866,9,2,Ascendant 1,9/6/2024,Killjoy,Lotus,Loss,7,13,10,15,6,0.6666666666666666,2,22,124,183,4,Sentinel
867,9,2,Ascendant 1,9/6/2024,Killjoy,Icebox,Draw,15,15,21,22,6,0.9545454545454546,7,26,141,205,3,Sentinel
868,9,2,Ascendant 1,9/7/2024,Killjoy,Haven,Win,13,5,12,7,4,1.7142857142857142,55,21,136,170,5,Sentinel
869,9,2,Ascendant 1,9/8/2024,Cypher,Sunset,Win,13,10,12,17,6,0.7058823529411765,-27,31,100,152,5,Sentinel
870,9,2,Ascendant 1,9/8/2024,Killjoy,Lotus,Loss,7,13,14,15,2,0.9333333333333333,11,20,134,195,2,Sentinel
871,9,2,Ascendant 1,9/9/2024,Killjoy,Ascent,Win,13,5,9,8,5,1.125,18,19,108,158,5,Sentinel
872,9,2,Ascendant 1,9/10/2024,Cypher,Abyss,Loss,10,13,13,15,2,0.8666666666666667,-25,39,90,151,3,Sentinel
873,9,2,Ascendant 1,9/12/2024,Cypher,Bind,Win,13,9,10,12,7,0.8333333333333334,1,29,98,148,4,Sentinel
874,9,2,Ascendant 1,9/12/2024,Killjoy,Ascent,Win,13,11,19,18,3,1.0555555555555556,-5,28,132,207,3,Sentinel
875,9,2,Ascendant 1,9/12/2024,Killjoy,Haven,Loss,6,13,11,14,2,0.7857142857142857,-23,35,100,165,5,Sentinel
876,9,2,Ascendant 1,9/12/2024,Vyse,Sunset,Loss,8,13,12,16,5,0.75,-38,31,118,173,4,Sentinel
877,9,2,Ascendant 1,9/12/2024,Vyse,Haven,Win,13,11,20,14,10,1.4285714285714286,49,30,159,245,2,Sentinel
878,9,2,Ascendant 1,9/13/2024,Killjoy,Icebox,Loss,5,13,18,14,1,1.2857142857142858,55,45,189,307,1,Sentinel
879,9,2,Ascendant 1,9/13/2024,Killjoy,Lotus,Win,13,1,12,5,2,2.4,63,29,144,227,4,Sentinel
880,9,2,Ascendant 1,9/13/2024,Killjoy,Ascent,Loss,13,15,10,23,5,0.43478260869565216,-74,8,69,98,5,Sentinel
881,9,2,Ascendant 1,9/13/2024,Killjoy,Ascent,Win,13,6,13,10,5,1.3,30,22,128,193,4,Sentinel
882,9,2,Ascendant 1,9/13/2024,Cypher,Bind,Loss,12,14,13,19,7,0.6842105263157895,-32,22,107,150,5,Sentinel
883,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,10,13,11,14,5,0.7857142857142857,-10,27,97,136,4,Sentinel
884,9,2,Ascendant 1,9/14/2024,Killjoy,Icebox,Loss,11,13,13,16,1,0.8125,-32,23,94,153,5,Sentinel
885,9,2,Ascendant 1,9/14/2024,Cypher,Bind,Loss,10,13,13,16,7,0.8125,-6,20,136,178,4,Sentinel
886,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,7,13,17,15,1,1.1333333333333333,-1,27,147,229,2,Sentinel
887,9,2,Ascendant 1,9/14/2024,Killjoy,Lotus,Win,13,11,28,15,2,1.8666666666666667,97,26,221,320,1,Sentinel
888,9,2,Ascendant 1,9/14/2024,Cypher,Abyss,Loss,9,13,11,17,6,0.6470588235294118,-48,25,106,146,5,Sentinel
889,9,2,Ascendant 1,9/15/2024,Cypher,Sunset,Loss,2,13,8,13,3,0.6153846153846154,-38,16,104,153,3,Sentinel
890,9,2,Ascendant 1,9/15/2024,Killjoy,Ascent,Win,14,12,20,15,4,1.3333333333333333,40,22,151,221,2,Sentinel
891,9,2,Ascendant 1,9/15/2024,Killjoy,Icebox,Win,13,10,15,13,3,1.1538461538461537,8,45,108,161,4,Sentinel
892,9,2,Ascendant 1,9/15/2024,Cypher,Bind,Win,13,8,16,12,3,1.3333333333333333,41,25,144,211,3,Sentinel
893,9,2,Ascendant 1,9/16/2024,Cypher,Abyss,Win,3,2,1,4,0,0.25,-67,25,66,69,5,Sentinel
894,9,2,Ascendant 1,9/16/2024,Killjoy,Ascent,Loss,8,13,11,18,6,0.6111111111111112,-33,24,122,157,5,Sentinel
895,9,2,Ascendant 1,9/16/2024,Viper,Icebox,Loss,8,13,16,18,5,0.8888888888888888,10,41,152,245,1,Controller
896,9,2,Ascendant 1,9/17/2024,Cypher,Sunset,Win,15,13,23,19,8,1.2105263157894737,30,26,152,235,3,Sentinel
897,9,2,Ascendant 1,9/17/2024,Cypher,Sunset,Loss,9,13,15,14,2,1.0714285714285714,0,34,126,196,3,Sentinel
898,9,2,Ascendant 1,9/17/2024,Killjoy,Lotus,Win,13,9,16,11,2,1.4545454545454546,29,27,126,196,4,Sentinel
899,9,2,Ascendant 1,9/18/2024,Killjoy,Lotus,Win,13,8,15,14,1,1.0714285714285714,9,25,126,181,4,Sentinel
900,9,2,Ascendant 1,9/19/2024,Killjoy,Ascent,Win,13,9,10,16,6,0.625,-25,15,98,147,5,Sentinel
901,9,2,Ascendant 1,9/20/2024,Killjoy,Haven,Loss,7,13,16,15,0,1.0666666666666667,39,30,161,232,1,Sentinel
902,9,2,Ascendant 1,9/20/2024,Cypher,Abyss,Win,13,4,15,7,5,2.142857142857143,64,29,145,237,4,Sentinel
903,9,2,Ascendant 1,9/20/2024,Killjoy,Ascent,Loss,8,13,16,14,4,1.1428571428571428,26,24,141,212,3,Sentinel
904,9,2,Ascendant 1,9/20/2024,Cypher,Abyss,Win,13,2,12,7,5,1.7142857142857142,24,13,129,210,4,Sentinel
905,9,2,Ascendant 1,9/21/2024,Killjoy,Haven,Loss,10,13,19,17,6,1.1176470588235294,26,26,167,247,2,Sentinel
906,9,2,Ascendant 1,9/21/2024,Cypher,Sunset,Win,13,8,12,13,8,0.9230769230769231,-15,16,118,169,5,Sentinel
907,9,2,Ascendant 1,9/21/2024,Killjoy,Lotus,Loss,8,13,10,16,3,0.625,-21,15,120,167,4,Sentinel
908,9,2,Ascendant 1,9/21/2024,Cypher,Bind,Draw,14,14,18,17,8,1.0588235294117647,10,20,114,175,4,Sentinel
909,9,2,Ascendant 1,9/21/2024,Killjoy,Haven,Win,13,9,16,11,4,1.4545454545454546,59,21,151,220,4,Sentinel
910,9,2,Ascendant 1,9/22/2024,Killjoy,Icebox,Loss,4,13,9,13,3,0.6923076923076923,-40,15,99,147,5,Sentinel
911,9,2,Ascendant 1,9/22/2024,Killjoy,Haven,Win,13,11,16,13,4,1.2307692307692308,32,29,143,194,3,Sentinel
912,9,2,Ascendant 1,9/22/2024,Killjoy,Lotus,Loss,10,13,14,13,5,1.0769230769230769,15,23,120,182,4,Sentinel
913,9,2,Ascendant 1,9/22/2024,Cypher,Bind,Win,13,6,11,10,7,1.1,-13,24,98,157,4,Sentinel
914,9,2,Ascendant 1,9/22/2024,Cypher,Bind,Win,13,5,17,10,3,1.7,32,34,143,223,2,Sentinel
915,9,2,Ascendant 2,9/22/2024,Cypher,Abyss,Win,13,7,7,10,6,0.7,-34,21,67,99,5,Sentinel
916,9,2,Ascendant 2,9/22/2024,Cypher,Sunset,Loss,12,14,13,17,7,0.7647058823529411,-33,28,90,154,4,Sentinel
917,9,2,Ascendant 2,9/22/2024,Killjoy,Icebox,Loss,10,13,20,15,2,1.3333333333333333,41,21,156,250,1,Sentinel
918,9,2,Ascendant 2,9/23/2024,Killjoy,Haven,Loss,1,9,5,9,1,0.5555555555555556,-53,29,120,178,1,Sentinel
919,9,2,Ascendant 1,9/23/2024,Killjoy,Lotus,Win,15,13,18,14,4,1.2857142857142858,23,29,126,189,3,Sentinel
920,9,2,Ascendant 2,9/24/2024,Killjoy,Ascent,Loss,9,13,7,15,2,0.4666666666666667,-50,6,61,99,5,Sentinel
921,9,2,Ascendant 2,9/24/2024,Killjoy,Lotus,Loss,6,13,14,15,2,0.9333333333333333,1,24,136,211,2,Sentinel
922,9,2,Ascendant 1,9/24/2024,Cypher,Sunset,Loss,9,13,15,13,3,1.1538461538461537,21,27,134,184,5,Sentinel
923,9,2,Ascendant 1,9/25/2024,Cypher,Abyss,Win,9,3,3,5,2,0.6,-28,12,56,76,5,Sentinel
924,9,2,Ascendant 1,9/25/2024,Cypher,Bind,Win,13,8,20,10,4,2.0,83,37,173,264,1,Sentinel
925,9,2,Ascendant 2,9/26/2024,Killjoy,Haven,Loss,10,13,14,16,3,0.875,-17,29,116,177,3,Sentinel
926,9,2,Ascendant 2,9/26/2024,Killjoy,Icebox,Loss,12,14,16,20,3,0.8,-24,33,119,177,4,Sentinel
927,9,2,Ascendant 1,9/27/2024,Killjoy,Icebox,Loss,8,13,10,16,2,0.625,-40,20,97,145,4,Sentinel
928,9,2,Ascendant 1,9/27/2024,Cypher,Bind,Loss,2,13,9,13,1,0.6923076923076923,-33,33,104,154,2,Sentinel
929,9,2,Ascendant 1,9/27/2024,Killjoy,Lotus,Win,13,7,13,9,0,1.4444444444444444,28,32,125,166,3,Sentinel
930,9,2,Ascendant 1,9/27/2024,Killjoy,Haven,Win,13,4,10,11,4,0.9090909090909091,9,27,133,178,4,Sentinel
931,9,2,Ascendant 1,10/3/2024,Cypher,Sunset,Win,13,6,18,11,7,1.6363636363636365,65,22,184,282,3,Sentinel
932,9,2,Ascendant 2,10/3/2024,Cypher,Ascent,Win,14,12,26,14,7,1.8571428571428572,51,31,163,256,2,Sentinel
933,9,2,Ascendant 2,10/4/2024,Killjoy,Lotus,Win,13,6,12,14,4,0.8571428571428571,22,29,139,179,5,Sentinel
934,9,2,Ascendant 2,10/5/2024,Cypher,Sunset,Loss,11,13,19,16,4,1.1875,22,41,154,232,1,Sentinel
935,9,2,Ascendant 2,10/5/2024,Killjoy,Icebox,Loss,9,13,19,17,2,1.1176470588235294,7,27,160,240,3,Sentinel
936,9,2,Ascendant 2,10/5/2024,Killjoy,Haven,Loss,9,13,18,16,8,1.125,36,25,177,265,2,Sentinel
937,9,2,Ascendant 2,10/5/2024,Cypher,Bind,Loss,9,13,13,16,5,0.8125,-6,23,117,176,5,Sentinel
938,9,2,Ascendant 1,10/6/2024,Killjoy,Icebox,Loss,10,13,17,17,3,1.0,2,21,131,190,3,Sentinel
939,9,2,Ascendant 1,10/6/2024,Killjoy,Lotus,Loss,9,13,25,16,2,1.5625,80,25,208,324,1,Sentinel
940,9,2,Ascendant 1,10/6/2024,Cypher,Ascent,Win,13,5,12,7,1,1.7142857142857142,21,28,107,159,5,Sentinel
941,9,2,Ascendant 1,10/6/2024,Killjoy,Haven,Win,13,8,18,15,7,1.2,53,13,169,253,2,Sentinel
942,9,2,Ascendant 1,10/8/2024,Cypher,Abyss,Win,16,14,31,20,6,1.55,44,22,174,272,2,Sentinel
943,9,2,Ascendant 2,10/9/2024,Cypher,Bind,Loss,9,13,14,18,3,0.7777777777777778,-35,38,113,180,3,Sentinel
944,9,2,Ascendant 2,10/9/2024,Cypher,Sunset,Loss,18,20,33,26,18,1.2692307692307692,43,26,180,266,2,Sentinel
945,9,2,Ascendant 1,10/10/2024,Cypher,Sunset,Win,13,11,19,12,5,1.5833333333333333,42,50,152,214,3,Sentinel
946,9,2,Ascendant 2,10/11/2024,Cypher,Bind,Win,13,10,20,14,5,1.4285714285714286,45,25,153,240,2,Sentinel
947,9,2,Ascendant 2,10/13/2024,Killjoy,Ascent,Win,13,9,18,12,6,1.5,59,19,171,263,2,Sentinel
948,9,2,Ascendant 2,10/14/2024,Killjoy,Icebox,Loss,7,13,14,14,0,1.0,4,29,128,183,2,Sentinel
949,9,2,Ascendant 2,10/14/2024,Killjoy,Lotus,Win,13,6,13,10,8,1.3,24,22,136,195,4,Sentinel
950,9,2,Ascendant 2,10/14/2024,Killjoy,Icebox,Loss,8,13,13,14,1,0.9285714285714286,17,20,139,189,4,Sentinel
951,9,2,Ascendant 2,10/14/2024,Cypher,Sunset,Loss,8,13,11,17,2,0.6470588235294118,-35,42,112,162,4,Sentinel
952,9,2,Ascendant 2,10/14/2024,Viper,Icebox,Loss,10,13,14,18,5,0.7777777777777778,-23,17,111,175,3,Controller
953,9,2,Ascendant 2,10/18/2024,Killjoy,Lotus,Win,13,7,17,14,1,1.2142857142857142,9,30,141,223,3,Sentinel
954,9,2,Ascendant 2,10/18/2024,Cypher,Bind,Loss,4,13,12,15,3,0.8,-35,38,111,182,3,Sentinel
955,9,2,Ascendant 2,10/18/2024,Cypher,Abyss,Loss,11,13,17,15,3,1.1333333333333333,11,17,124,215,3,Sentinel
956,9,2,Ascendant 1,10/21/2024,Cypher,Sunset,Loss,9,13,16,15,9,1.0666666666666667,27,27,155,225,2,Sentinel
957,9,2,Ascendant 1,10/21/2024,Killjoy,Haven,Loss,7,13,7,16,3,0.4375,-61,16,83,119,4,Sentinel
958,9,2,Ascendant 1,10/21/2024,Killjoy,Lotus,Win,13,8,11,15,5,0.7333333333333333,-29,29,102,149,4,Sentinel
959,9,3,Placement,10/23/2024,Cypher,Pearl,Loss,11,13,25,16,3,1.5625,74,60,190,267,1,Sentinel
960,9,3,Ascendant 1,10/23/2024,Cypher,Pearl,Loss,9,13,15,15,1,1.0,14,35,125,177,1,Sentinel
961,9,3,Ascendant 1,10/24/2024,Cypher,Haven,Win,13,10,15,14,6,1.0714285714285714,2,40,116,175,4,Sentinel
962,9,3,Ascendant 1,10/24/2024,Killjoy,Split,Loss,7,13,19,15,6,1.2666666666666666,51,25,199,279,1,Sentinel
963,9,3,Ascendant 1,10/24/2024,Vyse,Sunset,Loss,4,13,9,15,0,0.6,-54,32,94,155,4,Sentinel
964,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Win,13,8,18,15,5,1.2,25,35,162,234,2,Sentinel
965,9,3,Ascendant 1,10/24/2024,Cypher,Ascent,Loss,10,13,15,16,2,0.9375,-27,37,120,183,3,Sentinel
966,9,3,Ascendant 1,10/24/2024,Cypher,Bind,Loss,8,13,15,15,6,1.0,28,34,143,220,2,Sentinel
967,9,3,Ascendant 1,10/24/2024,Cypher,Pearl,Loss,9,13,15,14,1,1.0714285714285714,0,21,128,180,4,Sentinel
968,9,3,Diamond 3,10/24/2024,Cypher,Abyss,Loss,12,14,17,18,5,0.9444444444444444,-25,29,105,171,3,Sentinel
969,9,3,Diamond 3,10/25/2024,Killjoy,Haven,Win,13,5,12,17,3,0.7058823529411765,41,18,117,191,5,Sentinel
970,9,3,Diamond 3,10/25/2024,Cypher,Haven,Loss,9,13,15,17,5,0.8823529411764706,-17,48,118,182,2,Sentinel
971,9,3,Diamond 3,10/25/2024,Killjoy,Split,Win,13,6,14,8,4,1.75,44,14,135,206,4,Sentinel
972,9,3,Diamond 3,10/26/2024,Cypher,Ascent,Win,13,4,16,8,3,2.0,48,22,128,227,3,Sentinel
973,9,3,Ascendant 1,10/26/2024,Cypher,Ascent,Loss,7,13,9,15,5,0.6,-63,38,79,125,5,Sentinel
974,9,3,Ascendant 1,10/30/2024,Cypher,Bind,Loss,6,13,8,15,5,0.5333333333333333,-42,32,95,134,5,Sentinel
975,9,3,Diamond 3,10/30/2024,Cypher,Haven,Loss,3,13,12,13,4,0.9230769230769231,-4,17,145,240,2,Sentinel
976,9,3,Diamond 3,10/30/2024,Cypher,Bind,Loss,10,13,12,15,6,0.8,-33,28,90,145,3,Sentinel
977,9,3,Diamond 3,10/30/2024,Cypher,Sunset,Loss,7,13,11,15,6,0.7333333333333333,-33,29,111,166,4,Sentinel
978,9,3,Diamond 3,10/30/2024,Killjoy,Haven,Win,13,11,11,17,4,0.6470588235294118,-42,26,97,140,5,Sentinel
979,9,3,Diamond 3,10/30/2024,Cypher,Split,Win,13,7,15,11,5,1.3636363636363635,17,29,123,195,3,Sentinel
980,9,3,Diamond 3,10/30/2024,Cypher,Abyss,Loss,8,13,9,18,4,0.5,-41,26,107,141,5,Sentinel
981,9,3,Diamond 3,10/31/2024,Cypher,Pearl,Win,13,11,14,16,4,0.875,1,25,131,179,4,Sentinel
982,9,3,Diamond 3,10/31/2024,Cypher,Ascent,Loss,10,13,18,17,6,1.0588235294117647,-18,29,135,207,3,Sentinel
983,9,3,Diamond 3,10/31/2024,Cypher,Abyss,Win,13,8,15,15,5,1.0,35,36,159,199,3,Sentinel
984,9,3,Diamond 3,10/31/2024,Cypher,Sunset,Loss,8,13,19,17,7,1.1176470588235294,24,43,165,247,2,Sentinel
985,9,3,Diamond 3,10/31/2024,Cypher,Ascent,Loss,3,13,4,14,1,0.2857142857142857,-87,18,60,89,5,Sentinel
986,9,3,Diamond 3,11/1/2024,Killjoy,Split,Loss,9,13,15,15,1,1.0,-16,18,108,185,2,Sentinel
987,9,3,Diamond 3,11/1/2024,Cypher,Haven,Loss,3,13,12,14,3,0.8571428571428571,-3,32,131,210,2,Sentinel
988,9,3,Diamond 3,11/6/2024,Omen,Ascent,Loss,8,13,12,16,12,0.75,-34,29,98,158,4,Controller
989,9,3,Diamond 2,11/6/2024,Omen,Bind,Loss,11,13,14,18,14,0.7777777777777778,-18,37,124,194,4,Controller
990,9,3,Diamond 2,11/7/2024,Omen,Ascent,Win,13,9,8,13,20,0.6153846153846154,-38,30,90,139,5,Controller
991,9,3,Diamond 2,11/7/2024,Cypher,Abyss,Loss,7,13,21,15,2,1.4,5,33,160,279,1,Sentinel
992,9,3,Diamond 2,11/7/2024,Omen,Bind,Loss,7,13,12,16,7,0.75,-26,57,108,174,3,Controller
993,9,3,Diamond 2,11/9/2024,Cypher,Ascent,Loss,4,13,7,14,0,0.5,-59,29,73,109,4,Sentinel
994,9,3,Diamond 2,11/10/2024,Omen,Ascent,Loss,8,13,14,14,11,1.0,-19,30,127,191,3,Controller
995,9,3,Diamond 2,11/10/2024,Omen,Split,Loss,5,13,11,15,4,0.7333333333333333,-38,15,113,187,3,Controller
996,9,3,Diamond 2,11/11/2024,Astra,Pearl,Win,13,9,17,13,8,1.3076923076923077,30,19,133,212,4,Controller
997,9,3,Diamond 2,11/11/2024,Omen,Ascent,Loss,11,13,27,14,11,1.9285714285714286,41,28,176,299,1,Controller
998,9,3,Diamond 2,11/11/2024,Astra,Pearl,Loss,6,13,12,16,5,0.75,0,47,143,194,2,Controller
999,9,3,Diamond 2,11/12/2024,Omen,Split,Win,13,10,18,13,8,1.3846153846153846,26,31,134,214,5,Controller
1000,9,3,Diamond 2,11/12/2024,Viper,Bind,Loss,7,13,8,17,4,0.47058823529411764,-71,18,87,130,4,Controller
1592,7,2,Gold 3,02/18/2026,Fade,Sunset,Loss,0,4,2,2,0,1.0,11,80,172,66,10,Initiator
1853,9,1,Silver 3,9/27/2024,Killjoy,Lotus,Win,14,6,3,3,5,1.0,47,89,203,73,10,Sentinel
1533,6,3,Ascendant 1,6/11/2023,Astra,Split,Loss,4,9,3,20,6,0.15,-8,61,155,32,2,Controller
1268,9,3,Gold 1,2/16/2024,Omen,Bind,Loss,0,9,9,18,5,0.5,-21,90,180,236,9,Controller
1036,7,1,Gold 1,6/3/2023,Breach,Breeze,Win,13,7,19,11,10,1.7272727272727273,24,87,108,188,0,Initiator
1653,6,2,Diamond 2,5/31/2024,Omen,Haven,Win,10,5,16,21,9,0.7619047619047619,13,31,231,87,3,Controller
1854,6,3,Gold 3,11/7/2023,Phoenix,Breeze,Win,8,5,11,2,4,5.5,-22,84,215,150,8,Duelist
1993,7,1,Diamond 2,6/23/2024,Viper,Haven,Loss,2,13,3,4,9,0.75,8,44,178,122,9,Controller
1799,7,1,Gold 3,6/2/2023,Brimstone,Lotus,Loss,13,14,15,13,9,1.1538461538461537,11,8,143,23,3,Controller
1959,6,3,Gold 1,6/25/2024,Brimstone,Breeze,Loss,13,14,17,22,10,0.7727272727272727,-39,63,224,147,4,Controller
1083,7,3,Platinum 3,4/4/2024,Omen,Abyss,Loss,13,14,15,14,0,1.0714285714285714,-50,98,56,71,10,Controller
1849,7,2,Ascendant 1,7/24/2023,Cypher,Abyss,Win,12,11,4,1,2,4.0,34,75,208,258,7,Sentinel
1864,6,3,Platinum 3,5/23/2023,Phoenix,Fracture,Loss,11,13,9,20,10,0.45,-48,57,26,214,1,Duelist
1248,9,1,Gold 3,8/19/2024,Astra,Lotus,Win,8,5,8,8,7,1.0,-9,23,35,257,4,Controller
1084,8,2,Gold 3,12/21/2023,Brimstone,Abyss,Loss,10,11,17,13,9,1.3076923076923077,-50,56,160,30,6,Controller
1969,7,3,Placement,7/16/2023,KAY/O,Lotus,Win,15,13,7,10,6,0.7,-22,41,237,60,7,Initiator
1132,6,1,Ascendant 1,7/5/2023,Killjoy,Lotus,Loss,12,14,13,16,7,0.8125,20,42,204,23,3,Sentinel
1331,6,2,Diamond 2,6/6/2023,Phoenix,Lotus,Draw,0,0,10,9,3,1.1111111111111112,-24,96,229,234,2,Duelist
1992,8,2,Gold 3,6/16/2023,Cypher,Breeze,Win,11,7,15,3,8,5.0,7,51,30,67,9,Sentinel
1581,6,3,Silver 3,12/4/2023,Vyse,Fracture,Loss,11,15,10,10,0,1.0,-33,1,73,241,3,Sentinel
1796,9,1,Diamond 3,6/8/2024,Cypher,Lotus,Win,8,7,3,4,2,0.75,23,93,24,1,6,Sentinel
1218,8,1,Ascendant 2,6/11/2023,KAY/O,Split,Win,4,2,11,13,4,0.8461538461538461,13,85,176,62,0,Initiator
1911,6,3,Placement,02/15/2026,Breach,Bind,Win,4,2,17,12,2,1.4166666666666667,5,12,71,111,10,Initiator
1288,9,2,Diamond 1,3/27/2024,Fade,Breeze,Loss,0,13,7,6,2,1.1666666666666667,-28,83,192,226,0,Initiator
1539,7,1,Platinum 3,9/27/2024,Cypher,Icebox,Loss,8,14,17,19,0,0.8947368421052632,-20,83,250,220,8,Sentinel
1311,9,2,Platinum 2,5/17/2023,Cypher,Fracture,Loss,0,1,20,4,5,5.0,1,63,149,79,2,Sentinel
1484,7,1,Platinum 2,7/30/2024,Cypher,Sunset,Win,9,0,5,5,1,1.0,-42,45,224,67,3,Sentinel
1235,9,3,Silver 3,10/30/2024,Viper,Sunset,Win,6,5,3,19,6,0.15789473684210525,4,53,171,21,7,Controller
1851,7,1,Gold 2,5/19/2023,Astra,Icebox,Loss,2,7,3,4,4,0.75,32,38,157,90,7,Controller
1951,8,1,Gold 3,7/6/2023,Vyse,Sunset,Win,10,8,16,16,7,1.0,-50,12,131,132,4,Sentinel
1729,8,2,Gold 2,02/19/2026,KAY/O,Icebox,Win,11,4,8,19,7,0.42105263157894735,-47,68,73,200,5,Initiator
1016,7,2,Platinum 3,8/6/2024,Killjoy,Haven,Loss,0,4,4,6,10,0.6666666666666666,-47,70,80,140,5,Sentinel
1498,8,3,Ascendant 2,10/6/2024,Cypher,Bind,Loss,8,13,5,4,0,1.25,-33,93,0,113,4,Sentinel
1991,9,2,Platinum 2,6/6/2023,Cypher,Sunset,Win,11,4,13,19,7,0.6842105263157895,45,87,118,174,4,Sentinel
1077,9,2,Placement,8/22/2023,Vyse,Haven,Draw,1,1,11,10,2,1.1,5,90,95,187,3,Sentinel
1467,8,3,Diamond 1,9/27/2024,KAY/O,Ascent,Win,8,1,12,15,9,0.8,-18,94,83,32,3,Initiator
1435,6,2,Diamond 2,10/31/2024,Vyse,Bind,Loss,8,9,20,5,0,4.0,-8,45,247,300,10,Sentinel
